-4.580681 0.8955487 0.01024792 2.448679
-4.625097 1.121387 0.009802702 3.06911
-4.579628 1.02031 0.01025871 2.774054
-4.625111 1.225971 0.009802569 3.407475
-4.523236 1.242383 0.01085385 3.463859
-4.574106 1.141313 0.01031551 3.130877
-4.595035 0.9241666 0.01010187 2.519768
-4.549723 1.096081 0.01057013 2.992415
-4.615481 0.9497801 0.009897417 2.585141
-4.624118 1.044455 0.009812301 2.841848
-4.620383 1.164744 0.009849021 3.205101
-4.602462 1.184446 0.01002712 3.268877
-4.699217 1.223779 0.009102404 3.400013
-4.606858 0.977142 0.009983136 2.656852
-4.489595 1.250928 0.01122518 3.493582
-4.556553 0.975014 0.01049818 2.651204
-4.55694 1.265198 0.01049412 3.543793
-4.632377 1.048254 0.009731601 2.852666
-4.571609 1.040764 0.01034131 2.831381
-4.580129 1.125789 0.01025357 3.082649
