1.443605 4.235939 0.1314468 57.87623 4.942126 3.583005 5.511372 3.642434 3.925356 4.192012 3.347968 3.955902 3.866918 4.306443
1.463368 4.320486 0.1890804 27.97093 5.042975 3.883884 5.883893 3.856382 4.010454 4.061487 3.143194 4.404773 4.097533 4.187704
1.488892 4.432184 0.1564628 40.84866 5.466178 3.479704 5.466488 3.909175 3.93713 4.151507 3.959019 4.807246 4.372349 4.184904
1.38462 3.993307 0.1796394 30.98824 4.728126 3.422222 6.082064 3.523883 3.659803 4.929905 3.600149 3.771398 3.635387 3.636788
1.449068 4.259142 0.163938 37.20836 5.239885 4.07785 5.644762 3.626951 4.082672 4.108205 3.314688 5.126506 3.906273 3.949739
1.538779 4.658898 0.2082325 23.06233 5.209727 3.742402 6.378894 3.616861 3.917423 3.787164 3.235055 4.976014 3.599076 3.879089
1.368221 3.928356 0.1951098 26.26888 5.49918 4.214692 6.20178 3.949 3.66398 3.50752 3.211474 4.333251 3.866182 4.265704
1.539529 4.662392 0.2599552 14.79799 6.137391 3.826733 6.611032 3.608181 4.037564 4.130996 2.835771 3.811954 3.862279 3.78125
1.452084 4.272008 0.3407417 8.612898 5.964408 3.490612 6.438574 3.943522 3.533864 3.851252 3.199755 4.588604 3.284569 4.576446
1.331705 3.787496 0.2050891 23.77469 5.240248 2.952055 6.68761 3.315917 3.604076 3.079795 3.248735 4.435235 3.326845 3.806775
1.487841 4.427525 0.162894 37.68687 5.577002 3.681317 5.71336 3.545117 4.035526 4.318312 3.22652 4.926775 3.825566 4.55018
1.431877 4.186552 0.3255381 9.436185 4.929275 4.142404 6.453642 3.540412 4.007931 3.605555 3.179049 4.78486 3.739473 4.339694
1.321895 3.750521 0.3147245 10.09576 5.753157 4.258586 6.179624 3.776089 3.604889 3.668445 3.020618 3.726844 3.882188 4.134278
1.303946 3.683803 0.2515146 15.80788 5.736473 3.798265 5.929365 3.285123 4.713378 3.959328 2.841077 5.223357 4.070527 4.323229
1.446018 4.246174 0.169344 34.8707 4.644521 3.918031 5.9541 3.733146 4.09437 3.985582 2.954775 3.465754 3.741238 4.176373
1.36664 3.922151 0.201141 24.71716 4.907757 3.845739 5.266149 3.586656 3.685168 3.761023 3.068926 4.270532 3.311707 3.777109
1.498189 4.473581 0.1560543 41.0628 5.581096 3.730738 5.738012 3.675288 3.978141 4.830759 3.293439 3.979029 3.67908 4.195878
1.359592 3.894604 0.2080847 23.0951 5.507745 3.523871 5.944651 3.829263 3.722728 3.691413 3.556369 4.348577 3.416904 4.214512
1.44857 4.257024 0.2379018 17.6687 5.924342 4.575087 6.309386 4.053391 4.0642 3.421555 3.57571 4.356723 3.379212 3.988212
1.364041 3.911971 0.2373493 17.75106 5.404438 3.694163 5.561113 3.677922 3.78378 4.481441 3.751658 3.935754 3.224273 4.083121
1.297055 3.658506 0.2851005 12.3028 5.087507 3.279561 6.044968 3.384719 3.795402 3.49952 3.193408 3.778733 3.687997 4.125194
1.364784 3.914877 0.09155381 119.3018 5.03013 3.822946 5.215026 3.602168 3.962438 3.956605 3.566762 4.027355 4.256687 3.977849
1.430818 4.182119 0.1489635 45.06511 4.749984 4.202051 5.876692 3.40228 3.706294 3.29638 3.745129 3.696756 3.346177 3.465781
1.402654 4.065978 0.1978322 25.55089 5.739569 3.810475 5.799386 3.165055 3.114227 4.199251 3.377251 4.744024 3.729854 3.856558
1.325374 3.763591 0.2051355 23.76393 5.637669 4.400696 5.823551 3.847861 4.364276 4.030204 3.238741 4.753442 3.34523 4.301419
1.425065 4.158129 0.1505916 44.09594 4.98539 4.115073 5.564384 3.725521 4.162617 4.317494 3.631191 3.562947 3.935762 3.94175
1.312842 3.71672 0.2115844 22.33741 4.753224 3.799664 6.332035 3.575432 3.959286 4.043225 2.641409 4.448305 3.713951 3.862577
1.482956 4.40595 0.164075 37.14626 4.878863 4.125131 5.461488 3.235817 4.096631 3.98265 3.434707 4.410294 3.438669 4.34712
1.4316 4.185391 0.2166499 21.30507 5.341183 3.274558 5.937851 4.134336 4.047007 3.401118 3.345676 3.703186 3.587091 4.221084
1.405668 4.078251 0.1782784 31.46316 5.02562 3.561491 6.96622 3.909937 4.389881 3.852417 3.431505 4.330188 3.495248 3.953543
1.382042 3.983028 0.2981279 11.25109 4.757529 3.797464 7.044457 3.435824 3.729241 3.662054 3.417383 3.885723 3.100994 3.602349
1.46097 4.310139 0.2255986 19.6484 4.708325 4.31111 5.893648 3.674181 4.342219 4.33303 3.540385 3.897248 3.79015 4.278067
1.536617 4.648838 0.1899311 27.72092 4.946278 4.363186 5.699176 3.861248 3.952886 4.228263 3.265446 4.729811 3.126497 3.930727
1.481774 4.400746 0.1770911 31.88647 5.507339 3.842264 5.713407 3.797606 3.782142 3.949802 3.28825 3.583701 3.830796 4.020038
1.43523 4.200611 0.287276 12.11717 5.977946 3.496409 5.711555 3.825839 3.218671 2.877546 3.201088 4.362326 3.359521 4.242339
1.371632 3.941778 0.1633058 37.49702 5.548578 3.555027 5.778682 3.777001 3.666688 4.241346 3.737365 4.710048 3.493239 4.08062
1.408101 4.088185 0.1610806 38.54018 4.845481 4.010663 6.912051 3.432355 4.41119 3.763417 3.74769 3.704143 3.802161 3.848453
1.396742 4.04201 0.1715932 33.96252 4.367873 3.810147 5.337963 3.410774 3.560476 4.464044 3.267004 3.607877 3.783007 4.205684
1.402425 4.065047 0.2118765 22.27585 4.89837 4.192867 6.409462 3.939207 3.899224 3.44609 2.79266 4.294073 3.623944 4.82783
